STATION,STATION_NAME,DATE,PRCP,TAVG,TMAX,TMIN,TOBS
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140602,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140604,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140605,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140609,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140610,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140611,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140613,0.32,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140615,0.08,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140616,0.29,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140617,0.08,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140618,0.02,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140619,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140620,0.07,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140621,0.01,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140622,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140623,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140624,0.02,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140627,0.03,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140628,0.12,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140630,0.01,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140701,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140704,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140705,0.03,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140706,0.01,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140707,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140708,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140709,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140713,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140714,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140715,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140716,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140718,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140720,0.30,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140721,0.02,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140722,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140723,0.25,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140724,0.13,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140725,0.07,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140726,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140729,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140731,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140802,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140811,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140813,1.88,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140814,0.09,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140819,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140820,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140825,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140827,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140828,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140830,0.02,-9999,-9999,-9999,-9999
GHCND:US1WAJF0015,PORT LUDLOW 3.6 S WA US,20140831,0.13,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140601,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140603,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140604,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140609,0.05,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140610,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140611,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140612,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140613,0.24,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140616,0.18,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140617,0.15,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140618,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140619,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140620,0.11,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140622,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140623,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140624,0.03,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140625,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140626,0.04,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140627,0.04,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140628,0.16,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140629,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140630,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140701,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140702,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140703,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140704,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140705,0.02,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140706,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140707,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140711,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140720,0.18,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140721,0.06,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140723,0.44,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140724,0.82,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140725,0.16,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140726,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140727,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140728,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140729,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140730,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140731,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140801,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140802,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140803,0.06,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140813,0.88,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140815,0.06,-9999,-9999,-9999,-9999
GHCND:US1WAKG0106,SEATTLE 6.1 NNE WA US,20140818,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140607,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140608,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140621,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140622,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140627,0.10,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140628,0.23,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140630,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140701,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140702,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140703,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140714,0.01,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140715,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140716,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140717,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140728,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140729,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140730,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140811,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140812,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140813,1.38,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140814,0.01,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140825,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140826,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140827,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAJF0014,BRINNON 1.7 WSW WA US,20140828,0.00,-9999,-9999,-9999,-9999
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140601,0.00,-9999,75,52,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140602,0.00,-9999,73,52,73
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140603,0.00,-9999,76,52,64
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140604,0.00,-9999,75,50,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140605,0.00,-9999,70,51,70
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140606,0.00,-9999,74,50,73
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140607,0.00,-9999,75,54,71
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140608,0.00,-9999,74,55,70
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140609,0.01,-9999,75,55,68
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140610,0.00,-9999,69,52,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140611,0.00,-9999,72,53,72
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140612,0.00,-9999,73,55,70
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140613,0.24,-9999,70,52,62
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140614,0.00,-9999,65,54,63
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140615,0.08,-9999,63,54,62
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140616,0.00,-9999,65,50,64
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140617,0.20,-9999,66,52,63
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140618,0.00,-9999,67,53,67
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140619,0.00,-9999,77,55,70
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140620,0.01,-9999,78,52,64
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140621,0.00,-9999,69,49,69
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140622,0.00,-9999,74,49,74
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140623,0.00,-9999,77,54,74
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140624,0.00,-9999,74,58,71
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140625,0.00,-9999,77,58,75
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140626,0.00,-9999,76,59,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140627,0.07,-9999,76,55,67
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140628,0.33,-9999,67,57,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140629,0.00,-9999,68,56,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140630,0.00,-9999,73,51,73
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140701,0.00,-9999,85,57,85
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140702,0.00,-9999,89,64,80
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140703,0.00,-9999,81,59,68
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140704,0.00,-9999,73,54,72
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140705,0.00,-9999,74,57,71
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140706,0.00,-9999,83,57,83
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140707,0.00,-9999,84,63,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140708,0.00,-9999,82,60,81
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140709,0.00,-9999,82,59,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140710,0.00,-9999,80,56,79
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140711,0.00,-9999,83,58,83
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140712,0.00,-9999,86,62,84
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140713,0.00,-9999,85,60,80
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140714,0.00,-9999,80,61,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140715,0.00,-9999,82,58,82
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140716,0.00,-9999,85,59,85
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140717,0.00,-9999,86,57,78
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140718,0.00,-9999,79,55,74
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140719,0.00,-9999,79,60,78
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140720,0.00,-9999,78,60,67
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140721,0.00,-9999,72,56,72
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140722,0.00,-9999,75,58,64
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140723,0.31,-9999,75,59,60
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140724,0.02,-9999,70,57,68
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140725,0.00,-9999,71,52,71
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140726,0.00,-9999,76,55,75
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140727,0.00,-9999,77,57,77
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140728,0.00,-9999,83,58,83
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140729,0.00,-9999,84,58,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140730,0.00,-9999,84,57,74
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140731,0.00,-9999,83,57,77
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140801,0.00,-9999,80,60,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140802,0.00,-9999,83,60,77
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140803,0.00,-9999,85,60,79
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140804,0.00,-9999,88,60,78
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140805,0.00,-9999,78,57,73
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140806,0.00,-9999,79,61,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140807,0.00,-9999,79,58,71
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140808,0.00,-9999,77,57,69
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140809,0.00,-9999,78,55,70
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140810,0.00,-9999,81,55,74
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140811,0.00,-9999,87,55,78
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140812,0.02,-9999,78,64,69
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140813,1.15,-9999,73,59,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140814,0.00,-9999,70,59,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140815,0.05,-9999,76,59,72
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140816,0.00,-9999,76,60,71
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140817,0.00,-9999,79,60,75
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140818,0.00,-9999,82,60,73
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140819,0.00,-9999,80,63,67
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140820,0.00,-9999,73,59,69
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140821,0.00,-9999,72,54,66
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140822,0.00,-9999,74,54,69
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140823,0.00,-9999,76,57,68
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140824,0.00,-9999,82,56,75
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140825,0.00,-9999,82,57,75
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140826,0.00,-9999,84,59,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140827,0.00,-9999,84,61,76
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140828,0.00,-9999,77,60,71
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140829,0.00,-9999,74,60,69
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140830,0.50,-9999,69,60,62
GHCND:USC00458278,TACOMA NUMBER 1 WA US,20140831,0.00,-9999,72,58,68
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140601,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140602,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140603,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140604,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140605,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140606,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140607,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140608,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140609,0.04,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140610,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140611,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140612,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140613,0.14,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140616,0.21,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140617,0.11,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140618,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140619,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140620,0.05,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140621,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140623,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140624,0.02,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140625,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140626,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140627,0.04,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140628,0.14,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140629,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140630,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140701,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140702,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140703,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140704,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140708,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140709,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140710,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140711,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140714,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140715,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140716,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140717,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140718,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140719,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140720,0.12,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140721,0.02,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140722,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140723,0.13,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140724,0.54,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140725,0.09,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140726,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140729,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140730,0.00,-9999,-9999,-9999,-9999
GHCND:US1WAKG0188,SEATTLE 3.3 N WA US,20140731,0.00,-9999,-9999,-9999,-9999
